_RAJ2000	_DEJ2000	RA_ICRS	e_RA_ICRS	DE_ICRS	e_DE_ICRS	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BP-RP)	Rad	Lum
056.3281648452050	+31.5048831586073	056.32815375049	0.1316	+31.50486957458	0.0659	216597266618460416	0.6792	0.1461	-2.197	0.257	-3.155	0.194	0	2.0811e+03	2.0471e+00	17.3926	0.0011	5.4082e+02	1.2049e+01	18.5188	0.0242	2.4169e+03	1.3620e+01	16.3038	0.0061	2.2150							
056.3732893768010	+31.5131755909088	056.37332345681	0.3297	+31.51316890008	0.1535	216597365401634176	-0.0516	0.3655	6.748	0.595	-1.554	0.446	0	6.6029e+02	1.3353e+00	18.6390	0.0022	1.4177e+02	6.3427e+00	19.9724	0.0486	8.3781e+02	9.4604e+00	17.4541	0.0123	2.5184							
056.3490483756726	+31.5152604101864	056.34905623930	0.4863	+31.51525714227	0.2105	216597399761372800	0.6861	0.5363	1.557	0.896	-0.759	0.633	0	2.9887e+02	1.1990e+00	19.4997	0.0044	9.3548e+01	8.6119e+00	20.4238	0.1000	3.8672e+02	8.0607e+00	18.2934	0.0226	2.1304							
056.3207643617298	+31.5306508712465	056.32075840621	0.0687	+31.53062528333	0.0334	216597575856105344	1.3229	0.0756	-1.179	0.136	-5.943	0.099	1	7.1428e+03	4.1139e+00	16.0537	0.0006	1.9085e+03	1.0195e+01	17.1497	0.0058	7.9573e+03	1.2435e+01	15.0100	0.0017	2.1397			3635.30			1.48	0.345
056.3052701168415	+31.5095188150656	056.30521156495	0.1510	+31.50949840244	0.0717	216597541496367616	1.8325	0.1613	-11.594	0.310	-4.741	0.214	0	1.6965e+03	2.1487e+00	17.6145	0.0014	3.6648e+02	6.0813e+00	18.9413	0.0180	2.1598e+03	1.1021e+01	16.4259	0.0055	2.5154							
056.3098612162189	+31.5075758725873	056.30987209915	0.4348	+31.50757209231	0.2006	216597468480848896	0.3644	0.4661	2.155	0.867	-0.878	0.591	0	3.9953e+02	1.0899e+00	19.1845	0.0030	1.1296e+02	7.5762e+00	20.2191	0.0728	5.1304e+02	1.0502e+01	17.9865	0.0222	2.2325							
056.3480212971903	+31.5464711346762	056.34805695553	0.0632	+31.54643365482	0.0308	216597644575581568	1.0203	0.0709	7.058	0.126	-8.705	0.094	0	8.1436e+03	4.3670e+00	15.9113	0.0006	1.8532e+03	1.2110e+01	17.1816	0.0071	9.7701e+03	1.4418e+01	14.7872	0.0016	2.3944			3935.19	2.7660	1.3928	1.58	0.538
056.3374935712583	+31.5498277161773	056.33751359885	0.3296	+31.54980416479	0.1563	216597708999019392	0.6393	0.3582	3.964	0.653	-5.470	0.474	0	4.7187e+02	1.1169e+00	19.0038	0.0026	1.0117e+02	5.7399e+00	20.3388	0.0616	6.1888e+02	6.8696e+00	17.7829	0.0121	2.5559							
056.3571613236117	+31.5435931712756	056.35714483378	0.2595	+31.54358215336	0.1252	216597640279542400	0.3531	0.2835	-3.264	0.503	-2.559	0.373	0	7.0514e+02	1.2337e+00	18.5677	0.0019	2.0835e+02	1.4346e+01	19.5544	0.0748	8.6953e+02	7.5148e+00	17.4137	0.0094	2.1407							
056.3804330672267	+31.5504457784421	056.38045107399	0.3003	+31.55042141761	0.1361	216597846437972992	0.5865	0.3164	3.564	0.597	-5.658	0.417	0	7.4009e+02	1.4298e+00	18.5152	0.0021	1.6796e+02	7.3814e+00	19.7883	0.0477	9.5491e+02	9.2981e+00	17.3120	0.0106	2.4763							
056.3876586558500	+31.5381568544500	056.38765865585	16.7494	+31.53815685445	4.3016	216597782013456896							0	6.3918e+01	2.4215e+00	21.1743	0.0411																
056.3891896395163	+31.5694941485233	056.38918815886	1.7344	+31.56947629769	0.7304	216597953812052352	-1.7689	1.7778	-0.293	3.024	-4.146	2.108	0	9.8984e+01	1.0208e+00	20.6995	0.0112	6.7502e+01	1.3999e+01	20.7781	0.2252	1.4424e+02	7.0757e+00	19.3642	0.0533	1.4139							
056.3952759287400	+31.5741848143300	056.39527592874	14.0383	+31.57418481433	2.6409	216597983877272960							0	7.3478e+01	1.1057e+00	21.0230	0.0163																
056.3632916818300	+31.5491307509500	056.36329168183	5.2318	+31.54913075095	2.5082	216598022531728896							0	6.3530e+01	2.2421e+00	21.1809	0.0383																
056.3656713282637	+31.5747783418811	056.36567414824	0.2738	+31.57475953952	0.1303	216598121315880960	0.0900	0.2975	0.558	0.544	-4.367	0.397	0	6.2341e+02	1.2104e+00	18.7014	0.0021	1.5274e+02	7.4097e+00	19.8915	0.0527	8.1017e+02	1.0544e+01	17.4905	0.0141	2.4010							
056.3633037770400	+31.5700942245300	056.36330377704	9.6226	+31.57009422453	1.8485	216598125611136128							0	6.2854e+01	1.4935e+00	21.1925	0.0258																
056.3767007535291	+31.5602727209167	056.37670332042	0.4478	+31.56027487800	0.2003	216598052596403712	0.2076	0.4951	0.508	0.816	0.501	0.583	0	3.9690e+02	1.0413e+00	19.1917	0.0028	9.8240e+01	8.7602e+00	20.3707	0.0968	5.1616e+02	1.0645e+01	17.9800	0.0224	2.3907							
056.3726213425387	+31.5615251915876	056.37261469784	0.4332	+31.56151718756	0.2034	216598052596588672	-0.3067	0.4668	-1.315	0.869	-1.859	0.623	0	3.7640e+02	9.7779e-01	19.2492	0.0028	1.1154e+02	8.5541e+00	20.2328	0.0833	4.8273e+02	1.1216e+01	18.0527	0.0252	2.1802							
056.3683555359722	+31.5503361565833	056.36835955768	0.1090	+31.55032888450	0.0542	216598022532703232	0.4965	0.1207	0.796	0.213	-1.689	0.164	0	2.7979e+03	2.3555e+00	17.0713	0.0009	6.8599e+02	8.4266e+00	18.2606	0.0133	3.2831e+03	1.0280e+01	15.9712	0.0034	2.2894							
056.3920866256850	+31.5850887981729	056.39209750755	0.2856	+31.58508330859	0.1397	216598190035358080	0.6964	0.2963	2.153	0.591	-1.275	0.433	0	5.8602e+02	1.4201e+00	18.7686	0.0026																
056.3751484711721	+31.5900865730098	056.37515468827	0.3029	+31.59008820051	0.1353	216598224395096704	-0.2007	0.3246	1.230	0.627	0.378	0.416	0	5.5848e+02	1.1974e+00	18.8209	0.0023	1.7431e+02	1.3564e+01	19.7481	0.0845	6.3268e+02	6.6469e+00	17.7590	0.0114	1.9891							
056.3925543839901	+31.5853582168847	056.39256882411	0.2534	+31.58535406633	0.1241	216598194330048512	0.4610	0.2714	2.857	0.511	-0.964	0.385	0	7.6225e+02	1.5528e+00	18.4831	0.0022	2.4705e+02	1.0600e+01	19.3694	0.0466	1.0397e+03	2.2603e+01	17.2197	0.0236	2.1497							
056.2977607826294	+31.5328306303690	056.29778382229	0.3705	+31.53281151801	0.1727	216598293114571136	0.7710	0.4015	4.561	0.717	-4.439	0.493	0	4.3380e+02	1.1280e+00	19.0951	0.0028	1.2726e+02	7.2732e+00	20.0896	0.0621	5.0231e+02	7.5771e+00	18.0095	0.0164	2.0802							
056.3008308303100	+31.5293031988600	056.30083083031	5.6151	+31.52930319886	2.5632	216598297409532672							0	6.8051e+01	1.6002e+00	21.1063	0.0255																
056.2795706919402	+31.5429182740381	056.27959841729	0.4676	+31.54290493543	0.1953	216598361834233600	0.9069	0.5137	5.488	0.751	-3.098	0.532	0	3.7494e+02	1.0902e+00	19.2535	0.0032	8.7029e+01	8.2000e+00	20.5022	0.1023	5.0131e+02	8.4434e+00	18.0117	0.0183	2.4906							
056.3025004137200	+31.5514077345100	056.30250041372	10.7213	+31.55140773451	5.1996	216598396194133120							0	6.7932e+01	2.0179e+00	21.1082	0.0323																
056.2963691634312	+31.5260671509555	056.29637344675	0.3544	+31.52603932415	0.1680	216598293114570752	1.0634	0.3816	0.848	0.673	-6.463	0.477	0	4.6544e+02	1.1076e+00	19.0187	0.0026	1.0955e+02	7.3652e+00	20.2524	0.0730	5.7306e+02	6.8257e+00	17.8664	0.0129	2.3859							
056.3235285330429	+31.5714145756133	056.32360960191	0.7194	+31.57138215050	0.3273	216598537927433856	1.0562	0.7542	16.042	1.408	-7.531	0.950	0	1.9359e+02	9.5126e-01	19.9711	0.0053	5.2530e+01	9.9740e+00	21.0504	0.2062	3.3685e+02	1.0224e+01	18.4433	0.0330	2.6070							
056.3197875356652	+31.5702198228176	056.31979453978	0.1776	+31.57021437629	0.0824	216598537928779008	0.3036	0.1933	1.386	0.346	-1.265	0.243	0	1.1071e+03	1.8255e+00	18.0779	0.0018	2.7051e+02	6.4952e+00	19.2709	0.0261	1.3469e+03	1.1184e+01	16.9386	0.0090	2.3323							
056.2603941232625	+31.5658606698632	056.26038879715	0.1700	+31.56585738903	0.0865	216598641007994496	-0.0488	0.1681	-1.054	0.349	-0.762	0.253	0	1.6211e+03	2.0239e+00	17.6638	0.0014	4.0769e+02	1.0407e+01	18.8256	0.0277	1.9204e+03	1.1638e+01	16.5535	0.0066	2.2721							
056.2591811206776	+31.5584409098432	056.25919872981	0.3246	+31.55843029665	0.1489	216598636711955840	0.2775	0.3424	3.485	0.653	-2.465	0.424	0	5.5868e+02	1.2307e+00	18.8205	0.0024	1.3236e+02	7.3292e+00	20.0470	0.0601	7.4911e+02	7.7346e+00	17.5756	0.0112	2.4714							
056.2513016737700	+31.5643519124400	056.25130167377	3.1826	+31.56435191244	1.0335	216598636712301056							0	8.0710e+01	1.2708e+00	20.9210	0.0171	3.7940e+01	9.0468e+00	21.4036	0.2589	1.7023e+02	7.9840e+00	19.1844	0.0509	2.2193							
056.2572686845800	+31.5592380264200	056.25726868458	8.2408	+31.55923802642	3.0051	216598636712301440							0	6.8098e+01	1.8872e+00	21.1055	0.0301																
056.2832073479349	+31.5759026680432	056.28321251290	0.6491	+31.57588733596	0.2875	216598778445604224	-0.4047	0.6597	1.022	1.247	-3.561	0.838	0	2.1446e+02	9.4084e-01	19.8600	0.0048	4.3992e+01	5.5458e+00	21.2430	0.1369	3.1544e+02	8.5297e+00	18.5146	0.0294	2.7283							
056.2855092784245	+31.5770397391133	056.28553333472	0.2380	+31.57703768106	0.1099	216598774150910080	0.9090	0.2548	4.760	0.467	-0.478	0.319	0	7.9527e+02	1.2707e+00	18.4371	0.0017	1.3312e+02	1.2209e+01	20.0408	0.0996	1.0932e+03	9.2345e+00	17.1652	0.0092	2.8756							
056.2880815478585	+31.5853272957107	056.28814105205	0.2400	+31.58527936628	0.1124	216598774150910464	0.6926	0.2587	11.773	0.474	-11.132	0.336	0	8.5500e+02	1.3337e+00	18.3585	0.0017	1.4402e+02	5.1453e+00	19.9554	0.0388	1.1878e+03	7.9021e+00	17.0750	0.0072	2.8803							
056.3042492445985	+31.5918049533999	056.30426720375	1.9587	+31.59177588229	0.7907	216598744086005504	-0.9526	1.8689	3.553	3.871	-6.752	2.151	0	9.3055e+01	1.0484e+00	20.7665	0.0122	6.9804e+01	1.4473e+01	20.7417	0.2251	1.4793e+02	9.3788e+00	19.3368	0.0688	1.4049							
056.3378375604063	+31.5735682013929	056.33784771320	0.2427	+31.57355689931	0.1407	216598842870386560	0.5843	0.2960	2.009	0.526	-2.625	0.472	0	7.9479e+02	1.3187e+00	18.4377	0.0018	1.8019e+02	5.1405e+00	19.7120	0.0310	1.0378e+03	8.0476e+00	17.2216	0.0084	2.4904							
056.3342344007600	+31.5706429403900	056.33423440076	2.5539	+31.57064294039	1.5015	216598847165347456							0	7.5431e+01	1.1456e+00	20.9945	0.0165	3.0133e+01	5.1139e+00	21.6538	0.1843	1.1022e+02	1.0046e+01	19.6563	0.0990	1.9975							
056.3392526775800	+31.5851895097511	056.33925225302	1.9016	+31.58516849864	0.7329	216598881525086080	0.6279	2.0752	-0.084	2.993	-4.880	2.206	0	8.9835e+01	1.0457e+00	20.8047	0.0126	1.8672e+01	4.9509e+00	22.1734	0.2879	1.3272e+02	1.2549e+01	19.4546	0.1027	2.7189							
056.3418322303689	+31.5774636735232	056.34183840114	0.4971	+31.57744183144	0.2898	216598842870572032	0.7641	0.5950	1.221	1.099	-5.073	0.933	0	3.0746e+02	1.0403e+00	19.4689	0.0037	7.0840e+01	5.9649e+00	20.7257	0.0914	4.1837e+02	8.1365e+00	18.2080	0.0211	2.5177							
056.3722762007420	+31.6048574061785	056.37228555820	1.3166	+31.60484985854	0.6085	216599018963768448	-0.9892	1.4004	1.851	2.641	-1.753	1.841	0	1.1893e+02	8.8561e-01	20.5001	0.0081	4.9334e+01	8.2203e+00	21.1185	0.1809	1.8734e+02	1.0293e+01	19.0804	0.0597	2.0382							
056.3698211997572	+31.6089173499156	056.36982104809	0.0906	+31.60892230561	0.0436	216599018965115008	0.1335	0.1008	-0.030	0.182	1.151	0.138	0	8.2207e+03	5.4323e+00	15.9011	0.0007	1.2901e+03	1.1493e+01	17.5748	0.0097	1.1151e+04	2.2528e+01	14.6437	0.0022	2.9312			3866.68	2.5820	1.2927		
056.3524653417127	+31.6039354373470	056.35253442748	0.0971	+31.60390334806	0.0463	216599053324853760	1.3996	0.1078	13.666	0.192	-7.453	0.142	0	3.6551e+03	2.8003e+00	16.7811	0.0008	6.9526e+02	5.5791e+00	18.2460	0.0087	4.7636e+03	1.3313e+01	15.5671	0.0030	2.6789			3564.33			1.07	0.166
056.3530902777426	+31.6169029188559	056.35306804648	1.9146	+31.61688817233	0.7733	216599087683516416	2.0972	1.9828	-4.397	3.486	-3.425	2.238	0	8.7302e+01	1.0208e+00	20.8358	0.0127	2.8551e+01	9.2661e+00	21.7123	0.3524	1.4736e+02	8.1750e+00	19.3410	0.0602	2.3714							
056.3435793240900	+31.6028926770500	056.34357932409	2.6934	+31.60289267705	1.1596	216599049029165824							0	8.5117e+01	1.0698e+00	20.8633	0.0136	3.2983e+01	1.2393e+01	21.5556	0.4079	1.5790e+02	8.5077e+00	19.2660	0.0585	2.2897							
056.3183907675219	+31.6250011370911	056.31839004445	0.2196	+31.62498698473	0.1001	216599220827511424	0.2475	0.2360	-0.143	0.441	-3.287	0.307	0	8.9988e+02	1.3762e+00	18.3029	0.0017	1.5915e+02	7.1551e+00	19.8469	0.0488	1.2221e+03	6.6776e+00	17.0441	0.0059	2.8028							
056.3314687255940	+31.6026458282372	056.33148145467	0.1888	+31.60261883671	0.0837	216599152108033152	0.6832	0.2114	2.518	0.338	-6.269	0.248	0	1.3660e+03	1.7879e+00	17.8498	0.0014	2.5378e+02	6.8667e+00	19.3402	0.0294	1.8398e+03	8.8801e+00	16.6000	0.0052	2.7402							
056.3016861644155	+31.6037535017310	056.30169159380	0.1841	+31.60375089687	0.0862	216599186467771776	0.0339	0.1996	1.074	0.370	-0.605	0.254	0	1.2605e+03	1.6882e+00	17.9370	0.0015	2.0294e+02	9.4913e+00	19.5830	0.0508	1.7650e+03	1.2876e+01	16.6451	0.0079	2.9379							
056.3144794526600	+31.6120076721700	056.31447945266	84.5798	+31.61200767217	30.2894	216599220827857152							0	6.7731e+01	2.0913e+00	21.1114	0.0335																
056.3266714086975	+31.6007435064725	056.32669376248	1.2404	+31.60077234078	0.5090	216599156402896768	2.3982	1.2825	4.422	2.464	6.697	1.552	0	1.1112e+02	8.1020e-01	20.5738	0.0079	4.8370e+01	5.9370e+00	21.1399	0.1333	1.9139e+02	1.0012e+01	19.0571	0.0568	2.0828							
056.3078220498445	+31.6077864895541	056.30779662062	1.8129	+31.60775512789	0.7222	216599186468093184	-2.9385	1.8887	-5.030	2.886	-7.284	1.987	0	1.0424e+02	1.0459e+00	20.6433	0.0109	3.6730e+01	6.2121e+00	21.4388	0.1836	2.1932e+02	6.6810e+00	18.9092	0.0331	2.5296							
056.3535969458138	+31.6247284221358	056.35361169037	0.2268	+31.62470345422	0.1115	216599289546988032	1.0564	0.2380	2.916	0.459	-5.799	0.355	0	9.0585e+02	1.4047e+00	18.2957	0.0017	1.9652e+02	9.3612e+00	19.6179	0.0517	1.1770e+03	9.8243e+00	17.0850	0.0091	2.5329							
056.1619355844450	+31.4863489839462	056.16195571456	0.1426	+31.48633621367	0.0730	216599392626093568	1.0494	0.1623	3.987	0.279	-2.966	0.176	0	1.8629e+03	2.3406e+00	17.5129	0.0014	3.0383e+02	7.1131e+00	19.1448	0.0254	2.5736e+03	1.1142e+01	16.2356	0.0047	2.9092							
056.1783801327900	+31.4949711407100	056.17838013279	4.5825	+31.49497114071	3.3755	216599426986261120							0	7.5175e+01	1.7539e+00	20.9982	0.0253																
056.1632221225800	+31.5078905414100	056.16322212258	2.9921	+31.50789054141	1.7830	216599500001476352							0	8.2955e+01	1.2425e+00	20.8913	0.0163	4.1851e+01	1.2096e+01	21.2971	0.3138	1.2571e+02	1.0511e+01	19.5135	0.0908	1.7836							
056.1877188542092	+31.5363704247371	056.18774613307	0.7946	+31.53634810474	0.3924	216599637440409216	-1.4569	0.8383	5.400	1.396	-5.184	0.929	0	2.0587e+02	9.9304e-01	19.9044	0.0052	6.4356e+01	2.0636e+01	20.8299	0.3482	3.1969e+02	9.9397e+00	18.5001	0.0338	2.3298							
056.1746123006114	+31.5338330157311	056.17460893631	0.2571	+31.53377798212	0.1385	216599839302797824	1.4014	0.2850	-0.666	0.463	-12.782	0.345	0	8.2587e+02	1.5246e+00	18.3961	0.0020	1.4378e+02	1.3406e+01	19.9572	0.1012	1.2175e+03	8.5684e+00	17.0483	0.0076	2.9089							
056.1675639008718	+31.5525031739517	056.16754359987	1.1896	+31.55244211687	0.5314	216599908022376704	2.3308	1.2860	-4.018	2.018	-14.181	1.383	0	1.3285e+02	1.0522e+00	20.3800	0.0086	5.0516e+01	8.6168e+00	21.0928	0.1852	2.2698e+02	5.2392e+00	18.8719	0.0251	2.2209							
056.1582506278623	+31.5309162168455	056.15822111790	0.2369	+31.53084151546	0.1260	216599804943161344	1.5700	0.2681	-5.842	0.427	-17.350	0.308	0	8.6527e+02	1.7004e+00	18.3455	0.0021	1.1311e+02	6.9659e+00	20.2176	0.0669	1.3642e+03	8.6418e+00	16.9248	0.0069	3.2929							
056.2091750162900	+31.5374458415500	056.20917501629	3.6852	+31.53744584155	1.6624	216599946676848000							0	9.1906e+01	1.2429e+00	20.7800	0.0147	3.3926e+01	5.8140e+00	21.5250	0.1861	1.6023e+02	8.7744e+00	19.2500	0.0595	2.2750							
056.2061114663000	+31.5581020887600	056.20611146630	5.2157	+31.55810208876	1.2332	216600045461413888							1	2.5469e+02	4.0070e+00	19.6733	0.0171	3.8885e+01	9.1313e+00	21.3769	0.2550	5.5382e+02	1.0270e+01	17.9035	0.0201	3.4734							
056.1929076060900	+31.5394457155700	056.19290760609	3.1350	+31.53944571557	1.2507	216600015396292480							0	7.7342e+01	1.4559e+00	20.9673	0.0204					1.7293e+02	1.3373e+01	19.1672	0.0840								
056.2143841237752	+31.5459877087658	056.21441702345	0.4013	+31.54596876002	0.2011	216599976741937024	0.3833	0.4409	6.512	0.739	-4.401	0.501	0	4.5064e+02	1.1514e+00	19.0538	0.0028	6.7067e+01	5.0092e+00	20.7851	0.0811	6.6394e+02	9.4467e+00	17.7066	0.0154	3.0785							
056.1956423586968	+31.5383825206948	056.19562796121	1.7814	+31.53837620014	0.8499	216600015396292352	1.0773	1.7943	-2.850	3.627	-1.468	2.340	0	9.7866e+01	9.9106e-01	20.7118	0.0110	3.2981e+01	3.8191e+00	21.5557	0.1257	1.5897e+02	1.1633e+01	19.2586	0.0795	2.2971							
056.2268855703748	+31.5677922060337	056.22689972984	0.5090	+31.56779643409	0.2360	216600182900367872	-0.2441	0.5534	2.802	0.978	0.982	0.588	0	3.9617e+02	1.3433e+00	19.1937	0.0037	6.2097e+01	7.7532e+00	20.8687	0.1356	6.4558e+02	1.0449e+01	17.7370	0.0176	3.1317							
056.2273841301900	+31.5678596011300	056.22738413019	16.2391	+31.56785960113	5.5152	216600187194878464							0	8.6038e+01	2.0966e+00	20.8516	0.0265																
056.1710862370079	+31.5670870559037	056.17109971417	0.4723	+31.56708291396	0.2275	216600285979499136	0.5604	0.5221	2.667	0.806	-0.962	0.555	0	3.3129e+02	1.0948e+00	19.3878	0.0036	7.1053e+01	8.1088e+00	20.7224	0.1239	4.7059e+02	7.4300e+00	18.0803	0.0171	2.6421							
056.1995104666543	+31.5625443835214	056.19954302856	0.2170	+31.56249206672	0.1118	216600251619553152	1.7199	0.2373	6.444	0.426	-12.151	0.261	0	1.5236e+03	2.5659e+00	17.7312	0.0018	1.6265e+02	7.9450e+00	19.8232	0.0530	2.3512e+03	1.1054e+01	16.3337	0.0051	3.4895							
056.2059766805200	+31.5788052556700	056.20597668052	4.8629	+31.57880525567	2.4424	216600354699219328							0	8.7976e+01	1.4043e+00	20.8274	0.0173																
056.2034349488659	+31.5828012449322	056.20341758784	2.1330	+31.58278982660	0.7755	216600423418695808	0.0149	2.1977	-3.435	3.583	-2.652	2.025	0	9.3440e+01	1.2449e+00	20.7620	0.0145	2.4795e+01	5.6542e+00	21.8655	0.2476	1.6861e+02	6.6318e+00	19.1947	0.0427	2.6708							
056.1931447215627	+31.5858045213387	056.19315127196	0.2254	+31.58577496370	0.1143	216600423418245120	0.3420	0.2496	1.296	0.429	-6.865	0.274	0	1.1974e+03	2.7635e+00	17.9928	0.0025	1.2564e+02	4.3525e+00	20.1035	0.0376	1.8830e+03	1.1437e+01	16.5748	0.0066	3.5287							
056.1980538193862	+31.5972688856907	056.19797952692	0.6027	+31.59730645599	0.2987	216600457778276224	3.1902	0.6424	-14.697	1.184	8.726	0.738	0	3.1624e+02	1.1229e+00	19.4383	0.0039	5.0498e+01	6.7953e+00	21.0932	0.1461	5.1533e+02	4.9049e+00	17.9817	0.0103	3.1115							
056.1267345171255	+31.5423956292418	056.12672435762	0.5217	+31.54234895702	0.2606	216600530792266624	2.1998	0.5868	-2.011	0.896	-10.840	0.622	0	3.2319e+02	1.0883e+00	19.4147	0.0037	5.6218e+01	1.0825e+01	20.9767	0.2091	5.1306e+02	8.7934e+00	17.9865	0.0186	2.9902							
056.1084113296600	+31.5377574013000	056.10841132966	3.1883	+31.53775740130	1.7313	216600565152169216							0	7.7270e+01	1.3060e+00	20.9683	0.0184	5.5721e+01	4.0954e+01	20.9863	0.7980	1.2357e+02	7.2031e+00	19.5321	0.0633	1.4542							
056.1290522842300	+31.5324596132900	056.12905228423	14.2686	+31.53245961329	5.0473	216600530792699648							0	6.1515e+01	1.8434e+00	21.2159	0.0325																
056.1383573164900	+31.5568897195900	056.13835731649	2.8040	+31.55688971959	1.2018	216600633871583232							0	7.1721e+01	1.2462e+00	21.0493	0.0189																
056.1491514958978	+31.5737612027087	056.14915841942	0.4538	+31.57374857882	0.2223	216600732656098176	-0.0695	0.5013	1.370	0.797	-2.932	0.547	0	3.7745e+02	1.2211e+00	19.2462	0.0035	7.2326e+01	9.8681e+00	20.7032	0.1481	5.5426e+02	9.1444e+00	17.9026	0.0179	2.8005							
056.1353942548579	+31.5696932477161	056.13540607992	2.4227	+31.56967657230	1.0437	216600736952055808	-1.4643	2.5842	2.340	3.065	-3.873	2.304	1	8.0655e+01	9.7207e-01	20.9218	0.0131	3.0855e+01	7.1424e+00	21.6281	0.2513	1.5611e+02	1.7837e+01	19.2784	0.1241	2.3497							
056.1314484650195	+31.5557388255182	056.13142126134	0.9177	+31.55569561066	0.4648	216600702590958080	1.0167	0.9803	-5.384	1.625	-10.037	1.105	1	1.8570e+02	1.0643e+00	20.0164	0.0062	4.2389e+01	1.0201e+01	21.2832	0.2613	3.8143e+02	9.7655e+00	18.3084	0.0278	2.9748							
056.0882526814524	+31.5622285295727	056.08823953344	0.9658	+31.56221249999	0.4010	216600840031258496	-1.1060	1.0569	-2.602	1.338	-3.723	0.922	0	1.6651e+02	1.0959e+00	20.1348	0.0071	5.4143e+01	4.3421e+00	21.0175	0.0871	2.2771e+02	5.1298e+00	18.8685	0.0245	2.1491							
056.0863525196300	+31.5621016750900	056.08635251963	4.9331	+31.56210167509	1.5689	216600840030046208							0	6.9686e+01	1.6473e+00	21.0805	0.0257																
056.1151166730748	+31.5751627598730	056.11513587224	0.7785	+31.57514528793	0.3342	216600908749386752	-0.1679	0.8557	3.799	1.123	-4.058	0.786	0	2.2616e+02	1.2678e+00	19.8023	0.0061	4.1843e+01	7.4189e+00	21.2973	0.1925	3.4423e+02	5.5153e+00	18.4198	0.0174	2.8775							
056.1144530085437	+31.5755871743664	056.11444535209	0.4007	+31.57557363770	0.2000	216600904454790144	0.0084	0.4195	-1.515	0.658	-3.144	0.482	0	4.3132e+02	1.4092e+00	19.1014	0.0035	6.8836e+01	7.4927e+00	20.7569	0.1182	6.4032e+02	7.5653e+00	17.7459	0.0128	3.0109							
056.1779553418895	+31.5810062694378	056.17795676208	0.8933	+31.58101047166	0.3751	216601076253482112	0.2890	0.9319	0.281	1.671	0.976	0.915	0	1.8780e+02	9.6026e-01	20.0041	0.0056	4.0096e+01	6.4965e+00	21.3436	0.1759	2.9355e+02	9.2681e+00	18.5927	0.0343	2.7509							
056.1984775130900	+31.6079955780500	056.19847751309	5.2267	+31.60799557805	1.5056	216601217987200000							1	8.1867e+01	1.3878e+00	20.9056	0.0184	3.4068e+01	6.9316e+00	21.5205	0.2209	1.4266e+02	8.9822e+00	19.3761	0.0684	2.1444							
056.1916386552882	+31.6043887741688	056.19166817840	0.2282	+31.60436217445	0.1234	216601213692521472	2.8216	0.2582	5.840	0.412	-6.178	0.289	0	1.1710e+03	1.9793e+00	18.0169	0.0018	6.9705e+01	5.1894e+00	20.7432	0.0808	1.9624e+03	1.3338e+01	16.5300	0.0074	4.2133							
056.1751042190600	+31.5993138431300	056.17510421906	16.4837	+31.59931384313	3.6757	216601252346906880							0	6.6738e+01	1.6372e+00	21.1274	0.0266																
056.1407990677047	+31.6013474178642	056.14079144452	0.0895	+31.60133320092	0.0445	216601321067587584	1.1640	0.0983	-1.508	0.163	-3.302	0.108	0	4.9766e+03	8.6283e+00	16.4460	0.0019	8.7493e+02	9.5011e+00	17.9964	0.0118	6.6040e+03	2.6541e+01	15.2124	0.0044	2.7841			4062.80	2.9570	1.4930	0.97	0.233
056.1793806617233	+31.6260332433080	056.17940889218	0.9105	+31.62600250595	0.4134	216601488570564224	1.4333	0.9417	5.583	1.743	-7.139	1.029	0	2.1537e+02	2.1049e+00	19.8554	0.0106	4.7966e+01	1.0994e+01	21.1491	0.2489	4.3350e+02	1.2714e+01	18.1694	0.0318	2.9796							
056.1530160038020	+31.6262242296633	056.15304005258	0.7884	+31.62621903286	0.3124	216601522930082304	-0.5850	0.8702	4.756	1.173	-1.207	0.741	0	2.1703e+02	1.1255e+00	19.8470	0.0056	4.2224e+01	3.9947e+00	21.2875	0.1027	3.2982e+02	9.4697e+00	18.4662	0.0312	2.8213							
056.1630164712300	+31.6157747353206	056.16303694781	0.7482	+31.61575084810	0.3506	216601454210604928	0.9115	0.7834	4.050	1.385	-5.548	0.867	0	2.2165e+02	1.1315e+00	19.8242	0.0055	5.4038e+01	1.0042e+01	21.0196	0.2018	3.7151e+02	1.0385e+01	18.3370	0.0303	2.6826							
056.2560607379023	+31.5959211479155	056.25608509731	1.3905	+31.59590027889	0.5676	216601694729016064	-1.9295	1.3818	4.819	2.610	-4.847	1.677	0	1.0055e+02	8.0061e-01	20.6825	0.0086	3.2561e+01	4.5999e+00	21.5696	0.1534	1.7036e+02	9.7361e+00	19.1835	0.0621	2.3861							
056.2785315877087	+31.6137697368254	056.27853718452	0.6702	+31.61375946377	0.2893	216601832167812480	0.3033	0.7290	1.107	1.201	-2.386	0.824	0	2.8564e+02	1.0881e+00	19.5488	0.0041	7.3612e+01	7.6637e+00	20.6840	0.1130	4.5753e+02	7.5808e+00	18.1109	0.0180	2.5731							
